state,cidade,data_level,tide_code,active,total_bairros,slope_nao_placeholder,slope_placeholder,com_hidro_real,costeiros,com_score_calculado
SE,"São Cristóvão",minimal,,true,15,15,0,15,0,15
SE,"Lagarto",minimal,,true,14,14,0,14,0,14
SE,"Nossa Senhora da Glória",minimal,,true,13,13,0,13,0,13
SE,"Estância",partial,,true,12,12,0,12,1,12
SE,"Boquim",minimal,,true,10,10,0,10,0,10
SE,"Capela",minimal,,true,4,4,0,4,0,4
SE,"Gararu",minimal,,true,3,3,0,3,0,3
SE,"Santo Amaro das Brotas",partial,,true,2,2,0,2,1,2
SE,"Carira",minimal,,true,2,2,0,2,0,2
SE,"Riachão do Dantas",minimal,,true,2,2,0,2,0,2
SE,"Malhador",minimal,,true,1,1,0,1,0,1
SE,"Maruim",minimal,,true,1,1,0,1,0,1
SE,"Moita Bonita",minimal,,true,1,1,0,1,0,1
SE,"Monte Alegre de Sergipe",minimal,,true,1,1,0,1,0,1
SE,"Amparo do São Francisco",minimal,,true,1,1,0,1,0,1
SE,"Neópolis",minimal,,true,1,1,0,1,0,1
SE,"Nossa Senhora Aparecida",minimal,,true,1,1,0,1,0,1
SE,"Nossa Senhora das Dores",minimal,,true,1,1,0,1,0,1
SE,"Nossa Senhora de Lourdes",minimal,,true,1,1,0,1,0,1
SE,"Pacatuba",minimal,,true,1,1,0,1,1,1
SE,"Pedra Mole",minimal,,true,1,1,0,1,0,1
SE,"Pedrinhas",minimal,,true,1,1,0,1,0,1
SE,"Pinhão",minimal,,true,1,1,0,1,0,1
SE,"Pirambu",minimal,,true,1,1,0,1,1,1
SE,"Poço Redondo",minimal,,true,1,1,0,1,0,1
SE,"Poço Verde",minimal,,true,1,1,0,1,0,1
SE,"Porto da Folha",minimal,,true,1,1,0,1,0,1
SE,"Propriá",minimal,,true,1,1,0,1,0,1
SE,"Riachuelo",minimal,,true,1,1,0,1,0,1
SE,"Ribeirópolis",minimal,,true,1,1,0,1,0,1
SE,"Rosário do Catete",minimal,,true,1,1,0,1,0,1
SE,"Salgado",minimal,,true,1,1,0,1,0,1
SE,"Santa Luzia do Itanhy",minimal,,true,1,1,0,1,0,1
SE,"Santa Rosa de Lima",minimal,,true,1,1,0,1,0,1
SE,"Santana do São Francisco",minimal,,true,1,1,0,1,0,1
SE,"Muribeca",minimal,,true,1,1,0,1,0,1
SE,"Aquidabã",minimal,,true,1,1,0,1,0,1
SE,"Arauá",minimal,,true,1,1,0,1,0,1
SE,"Areia Branca",minimal,30407,true,1,1,0,1,0,1
SE,"Brejo Grande",minimal,,true,1,1,0,1,1,1
SE,"Campo do Brito",minimal,,true,1,1,0,1,0,1
SE,"Canhoba",minimal,,true,1,1,0,1,0,1
SE,"Canindé de São Francisco",minimal,,true,1,1,0,1,0,1
SE,"Carmópolis",minimal,,true,1,1,0,1,0,1
SE,"Cedro de São João",minimal,,true,1,1,0,1,0,1
SE,"Cristinápolis",minimal,,true,1,1,0,1,0,1
SE,"Cumbe",minimal,,true,1,1,0,1,0,1
SE,"Divina Pastora",minimal,,true,1,1,0,1,0,1
SE,"São Domingos",minimal,,true,1,1,0,1,0,1
SE,"São Francisco",minimal,,true,1,1,0,1,0,1
SE,"São Miguel do Aleixo",minimal,,true,1,1,0,1,0,1
SE,"Simão Dias",minimal,,true,1,1,0,1,0,1
SE,"Siriri",minimal,,true,1,1,0,1,0,1
SE,"Telha",minimal,,true,1,1,0,1,0,1
SE,"Tomar do Geru",minimal,,true,1,1,0,1,0,1
SE,"Umbaúba",minimal,,true,1,1,0,1,0,1
SE,"Feira Nova",minimal,,true,1,1,0,1,0,1
SE,"Frei Paulo",minimal,,true,1,1,0,1,0,1
SE,"General Maynard",minimal,,true,1,1,0,1,0,1
SE,"Graccho Cardoso",minimal,,true,1,1,0,1,0,1
SE,"Ilha das Flores",minimal,,true,1,1,0,1,0,1
SE,"Indiaroba",minimal,,true,1,1,0,1,1,1
SE,"Itabaianinha",minimal,,true,1,1,0,1,0,1
SE,"Itabi",minimal,,true,1,1,0,1,0,1
SE,"Itaporanga d'Ajuda",minimal,,true,1,1,0,1,1,1
SE,"Japaratuba",minimal,,true,1,1,0,1,0,1
SE,"Japoatã",minimal,,true,1,1,0,1,0,1
SE,"Laranjeiras",minimal,,true,1,1,0,1,0,1
SE,"Macambira",minimal,,true,1,1,0,1,0,1
SE,"Malhada dos Bois",minimal,,true,1,1,0,1,0,1
